1 10 2 2
1 10 2 4
1 10 2 8
1 10 2 16
1 10 2 32
1 10 4 2
1 10 4 4
1 10 4 8
1 10 4 16
1 10 4 32
1 10 6 2
1 10 6 4
1 10 6 8
1 10 6 16
1 10 6 32
1 10 8 2
1 10 8 4
1 10 8 8
1 10 8 16
1 10 8 32
1 10 10 2
1 10 10 4
1 10 10 8
1 10 10 16
1 10 10 32
1 10 15 2
1 10 15 4
1 10 15 8
1 10 15 16
1 10 15 32
1 10 25 2
1 10 25 4
1 10 25 8
1 10 25 16
1 10 25 32
1 10 50 2
1 10 50 4
1 10 50 8
1 10 50 16
1 10 50 32
1 10 auto 2
1 10 auto 4
1 10 auto 8
1 10 auto 16
1 10 auto 32
1 25 2 2
1 25 2 4
1 25 2 8
1 25 2 16
1 25 2 32
1 25 4 2
1 25 4 4
1 25 4 8
1 25 4 16
1 25 4 32
1 25 6 2
1 25 6 4
1 25 6 8
1 25 6 16
1 25 6 32
1 25 8 2
1 25 8 4
1 25 8 8
1 25 8 16
1 25 8 32
1 25 10 2
1 25 10 4
1 25 10 8
1 25 10 16
1 25 10 32
1 25 15 2
1 25 15 4
1 25 15 8
1 25 15 16
1 25 15 32
1 25 25 2
1 25 25 4
1 25 25 8
1 25 25 16
1 25 25 32
1 25 50 2
1 25 50 4
1 25 50 8
1 25 50 16
1 25 50 32
1 25 auto 2
1 25 auto 4
1 25 auto 8
1 25 auto 16
1 25 auto 32
1 50 2 2
1 50 2 4
1 50 2 8
1 50 2 16
1 50 2 32
1 50 4 2
1 50 4 4
1 50 4 8
1 50 4 16
1 50 4 32
1 50 6 2
1 50 6 4
1 50 6 8
1 50 6 16
1 50 6 32
1 50 8 2
1 50 8 4
1 50 8 8
1 50 8 16
1 50 8 32
1 50 10 2
1 50 10 4
1 50 10 8
1 50 10 16
1 50 10 32
1 50 15 2
1 50 15 4
1 50 15 8
1 50 15 16
1 50 15 32
1 50 25 2
1 50 25 4
1 50 25 8
1 50 25 16
1 50 25 32
1 50 50 2
1 50 50 4
1 50 50 8
1 50 50 16
1 50 50 32
1 50 auto 2
1 50 auto 4
1 50 auto 8
1 50 auto 16
1 50 auto 32
1 100 2 2
1 100 2 4
1 100 2 8
1 100 2 16
1 100 2 32
1 100 4 2
1 100 4 4
1 100 4 8
1 100 4 16
1 100 4 32
1 100 6 2
1 100 6 4
1 100 6 8
1 100 6 16
1 100 6 32
1 100 8 2
1 100 8 4
1 100 8 8
1 100 8 16
1 100 8 32
1 100 10 2
1 100 10 4
1 100 10 8
1 100 10 16
1 100 10 32
1 100 15 2
1 100 15 4
1 100 15 8
1 100 15 16
1 100 15 32
1 100 25 2
1 100 25 4
1 100 25 8
1 100 25 16
1 100 25 32
1 100 50 2
1 100 50 4
1 100 50 8
1 100 50 16
1 100 50 32
1 100 auto 2
1 100 auto 4
1 100 auto 8
1 100 auto 16
1 100 auto 32
1 200 2 2
1 200 2 4
1 200 2 8
1 200 2 16
1 200 2 32
1 200 4 2
1 200 4 4
1 200 4 8
1 200 4 16
1 200 4 32
1 200 6 2
1 200 6 4
1 200 6 8
1 200 6 16
1 200 6 32
1 200 8 2
1 200 8 4
1 200 8 8
1 200 8 16
1 200 8 32
1 200 10 2
1 200 10 4
1 200 10 8
1 200 10 16
1 200 10 32
1 200 15 2
1 200 15 4
1 200 15 8
1 200 15 16
1 200 15 32
1 200 25 2
1 200 25 4
1 200 25 8
1 200 25 16
1 200 25 32
1 200 50 2
1 200 50 4
1 200 50 8
1 200 50 16
1 200 50 32
1 200 auto 2
1 200 auto 4
1 200 auto 8
1 200 auto 16
1 200 auto 32
2 10 2 2
2 10 2 4
2 10 2 8
2 10 2 16
2 10 2 32
2 10 4 2
2 10 4 4
2 10 4 8
2 10 4 16
2 10 4 32
2 10 6 2
2 10 6 4
2 10 6 8
2 10 6 16
2 10 6 32
2 10 8 2
2 10 8 4
2 10 8 8
2 10 8 16
2 10 8 32
2 10 10 2
2 10 10 4
2 10 10 8
2 10 10 16
2 10 10 32
2 10 15 2
2 10 15 4
2 10 15 8
2 10 15 16
2 10 15 32
2 10 25 2
2 10 25 4
2 10 25 8
2 10 25 16
2 10 25 32
2 10 50 2
2 10 50 4
2 10 50 8
2 10 50 16
2 10 50 32
2 10 auto 2
2 10 auto 4
2 10 auto 8
2 10 auto 16
2 10 auto 32
2 25 2 2
2 25 2 4
2 25 2 8
2 25 2 16
2 25 2 32
2 25 4 2
2 25 4 4
2 25 4 8
2 25 4 16
2 25 4 32
2 25 6 2
2 25 6 4
2 25 6 8
2 25 6 16
2 25 6 32
2 25 8 2
2 25 8 4
2 25 8 8
2 25 8 16
2 25 8 32
2 25 10 2
2 25 10 4
2 25 10 8
2 25 10 16
2 25 10 32
2 25 15 2
2 25 15 4
2 25 15 8
2 25 15 16
2 25 15 32
2 25 25 2
2 25 25 4
2 25 25 8
2 25 25 16
2 25 25 32
2 25 50 2
2 25 50 4
2 25 50 8
2 25 50 16
2 25 50 32
2 25 auto 2
2 25 auto 4
2 25 auto 8
2 25 auto 16
2 25 auto 32
2 50 2 2
2 50 2 4
2 50 2 8
2 50 2 16
2 50 2 32
2 50 4 2
2 50 4 4
2 50 4 8
2 50 4 16
2 50 4 32
2 50 6 2
2 50 6 4
2 50 6 8
2 50 6 16
2 50 6 32
2 50 8 2
2 50 8 4
2 50 8 8
2 50 8 16
2 50 8 32
2 50 10 2
2 50 10 4
2 50 10 8
2 50 10 16
2 50 10 32
2 50 15 2
2 50 15 4
2 50 15 8
2 50 15 16
2 50 15 32
2 50 25 2
2 50 25 4
2 50 25 8
2 50 25 16
2 50 25 32
2 50 50 2
2 50 50 4
2 50 50 8
2 50 50 16
2 50 50 32
2 50 auto 2
2 50 auto 4
2 50 auto 8
2 50 auto 16
2 50 auto 32
2 100 2 2
2 100 2 4
2 100 2 8
2 100 2 16
2 100 2 32
2 100 4 2
2 100 4 4
2 100 4 8
2 100 4 16
2 100 4 32
2 100 6 2
2 100 6 4
2 100 6 8
2 100 6 16
2 100 6 32
2 100 8 2
2 100 8 4
2 100 8 8
2 100 8 16
2 100 8 32
2 100 10 2
2 100 10 4
2 100 10 8
2 100 10 16
2 100 10 32
2 100 15 2
2 100 15 4
2 100 15 8
2 100 15 16
2 100 15 32
2 100 25 2
2 100 25 
